bigram,origin,G2,target_freq,target_share
china continues,discovered,5219.543182,1948,0.594628
local supply,discovered,5216.382739,1204,0.936965
significant economic,discovered,5214.904396,1576,0.733364
global warming,discovered,5210.198845,1306,0.875335
chain capabilities,discovered,5206.503274,1400,0.821114
inflation higher,discovered,5201.766372,2107,0.548984
operations supply,discovered,5200.569145,1469,0.783467
impact economic,discovered,5197.949245,1871,0.616271
emerging technologies,discovered,5191.928044,1769,0.650846
markets united,discovered,5189.244642,1554,0.740000
power energy,discovered,5187.215092,1581,0.727231
additional gas,discovered,5185.281225,1203,0.933282
zero emission,discovered,5179.212923,1905,0.603230
weak economic,discovered,5164.143919,1880,0.609400
south american,discovered,5159.450033,2976,0.398981
domestic prices,discovered,5138.356802,1409,0.806064
issues supply,discovered,5137.687587,1391,0.815836
backup power,discovered,5133.656765,1515,0.750743
happening china,discovered,5130.898917,1415,0.801700
based supply,discovered,5130.024583,1297,0.868721
impact raw,discovered,5126.634623,1920,0.592593
chain labor,discovered,5120.975107,1234,0.905356
use technology,discovered,5116.385603,3534,0.345691
food security,discovered,5109.747843,1154,0.952145
electricity supply,discovered,5109.383002,1172,0.941365
growth global,discovered,5108.103157,2906,0.403611
heat power,discovered,5105.670493,1186,0.932390
given global,discovered,5105.106246,1551,0.729539
gas coming,discovered,5086.777477,1318,0.849774
economy continues,discovered,5085.344132,2806,0.414170
government defense,discovered,5082.209346,1421,0.791203
world including,discovered,5077.385026,1973,0.571553
security operations,discovered,5075.858739,1199,0.920184
like europe,discovered,5065.117129,2340,0.484874
cleaner energy,discovered,5063.174832,1122,0.964746
china south,discovered,5062.575369,1473,0.761240
edge technologies,discovered,5060.571038,1414,0.791713
new tariff,discovered,5046.308076,1545,0.723993
security space,discovered,5042.274859,1168,0.934400
china really,discovered,5039.779133,1894,0.590583
strategically important,discovered,5039.763821,2766,0.416065
technology like,discovered,5032.424228,1875,0.595616
new oil,discovered,5025.678867,1324,0.836915
reducing carbon,discovered,5023.189187,1455,0.764582
gas generation,discovered,5014.799214,1280,0.861373
new nuclear,discovered,5014.694986,1534,0.724610
volatility uncertainty,discovered,5013.450302,1480,0.750507
defense market,discovered,5008.988252,1800,0.617284
european commission,discovered,4993.565824,2872,0.399944
supply markets,discovered,4988.774546,1370,0.804935
electric gas,discovered,4986.705569,1756,0.629842
increasing rates,discovered,4985.827499,2192,0.507760
china just,discovered,4983.537112,2097,0.529278
increased energy,discovered,4951.538951,1315,0.830701
potential tariffs,discovered,4949.417680,1178,0.914596
zero emissions,discovered,4943.591450,1237,0.876683
source supply,discovered,4939.825966,1304,0.835362
despite global,discovered,4929.355145,1233,0.876956
gas contract,discovered,4923.778511,1249,0.866158
election year,discovered,4921.910425,2067,0.530272
gas going,discovered,4914.700317,1695,0.643020
low energy,discovered,4909.797948,1461,0.744648
market china,discovered,4907.340472,3053,0.375061
trade policies,discovered,4896.950418,1067,0.975320
technology systems,discovered,4895.270991,1650,0.657895
chain costs,discovered,4892.506129,2294,0.478315
power production,discovered,4890.105542,1417,0.764293
inflation environment,discovered,4881.139727,1676,0.645857
pipeline infrastructure,discovered,4880.900534,1280,0.840446
energy water,discovered,4876.609393,1313,0.820112
global infrastructure,discovered,4873.458084,1812,0.596838
russian gas,discovered,4868.639119,1067,0.971767
think gas,discovered,4867.509962,1390,0.775237
particularly important,discovered,4847.530436,2725,0.407690
proprietary technology,discovered,4825.787750,2483,0.440014
supply gas,discovered,4825.014609,1041,0.981150
energy customers,discovered,4819.049281,1396,0.764513
question gas,discovered,4815.024257,1146,0.914605
ai models,discovered,4815.015704,1566,0.681759
low commodity,discovered,4814.335740,1491,0.715795
position global,discovered,4813.423772,1665,0.641124
food supply,discovered,4811.762590,1136,0.920583
think china,discovered,4810.352727,2449,0.444142
semiconductor manufacturing,discovered,4803.040362,1300,0.816070
decline oil,discovered,4801.608904,1537,0.692654
technology capabilities,discovered,4800.641283,2042,0.523858
security issues,discovered,4792.251339,1137,0.916935
power distribution,discovered,4790.722493,1663,0.638878
gas field,discovered,4790.117361,1455,0.729689
lng project,discovered,4784.064144,1944,0.547297
geopolitical uncertainties,discovered,4773.000539,1044,0.972973
gas fuel,discovered,4771.851369,1099,0.938514
china japan,discovered,4769.698461,2337,0.459587
looking supply,discovered,4759.233314,1285,0.817950
demand domestic,discovered,4754.394051,1476,0.714078
kong macau,discovered,4748.808539,1631,0.645685
government funding,discovered,4745.620668,2129,0.498245
growth oil,discovered,4744.411329,1426,0.737332
pandemic related,discovered,4744.080334,2693,0.404354
recovery global,discovered,4743.819835,1194,0.872169
impact tariff,discovered,4739.417564,1256,0.832339
economic cycles,discovered,4738.929025,2363,0.452422
domestic consumption,discovered,4738.268190,1573,0.667941
impacted global,discovered,4734.375794,1203,0.864845
impact trade,discovered,4732.615796,1147,0.901021
ability supply,discovered,4712.687489,1637,0.638456
look global,discovered,4708.625755,2091,0.503007
future energy,discovered,4707.128590,1202,0.861032
energy saving,discovered,4700.541265,1640,0.635659
international oil,discovered,4698.824301,1314,0.791090
global customer,discovered,4696.734584,2003,0.522567
growth energy,discovered,4694.679986,1631,0.638356
global company,discovered,4691.324494,2249,0.468737
expanding global,discovered,4690.660510,1750,0.594833
china north,discovered,4688.437960,1323,0.784232
constrained supply,discovered,4687.022104,1324,0.783432
climate related,discovered,4685.561154,1176,0.874349
jet fuel,discovered,4674.839400,2602,0.411123
cloud environments,discovered,4673.790030,1251,0.824654
uncertain economic,discovered,4666.885011,2314,0.454706
ensure supply,discovered,4660.880920,1081,0.933506
especially north,discovered,4660.725091,2133,0.489108
customers china,discovered,4660.383409,1880,0.551158
china particular,discovered,4653.635475,1521,0.678412
cloud service,discovered,4653.372548,2244,0.466237
electric utilities,discovered,4653.031971,1468,0.702729
supply cost,discovered,4652.373131,1458,0.707424
cyber attacks,discovered,4646.480285,1013,0.974976
china course,discovered,4644.933784,1262,0.813144
like supply,discovered,4636.870106,1523,0.675089
east region,discovered,4634.538769,1618,0.635257
costs supply,discovered,4633.102969,1519,0.676313
energy raw,discovered,4632.575301,1232,0.829630
terms oil,discovered,4631.812202,1276,0.802516
chinese oems,discovered,4630.457770,1403,0.731491
national defense,discovered,4614.612122,987,0.986014
security service,discovered,4609.273447,1232,0.825737
defense department,discovered,4603.330862,1086,0.921120
mexico canada,discovered,4602.238994,1520,0.671378
products supply,discovered,4597.589011,1264,0.804071
products technology,discovered,4593.746393,2088,0.492221
uk government,discovered,4592.384528,1472,0.691729
global lng,discovered,4591.329006,1033,0.954713
new tariffs,discovered,4589.180582,1385,0.734358
energy systems,discovered,4588.535521,1702,0.598243
services technology,discovered,4586.983307,1579,0.644227
india middle,discovered,4584.950603,1359,0.747525
chip shortages,discovered,4568.889657,1139,0.879537
year gas,discovered,4565.471496,1288,0.784409
believe supply,discovered,4559.689308,1305,0.773563
growth supply,discovered,4557.897165,1364,0.740499
driven global,discovered,4557.664323,1381,0.731462
technology platforms,discovered,4550.241709,2800,0.378378
light oil,discovered,4548.610269,1535,0.657106
security compliance,discovered,4547.644269,1247,0.806076
lng supply,discovered,4545.520350,1002,0.968116
power stations,discovered,4542.170984,1434,0.702253
market global,discovered,4540.876606,1617,0.622881
shortages supply,discovered,4540.763159,1001,0.968085
global network,discovered,4535.886802,2434,0.424190
coal demand,discovered,4534.457708,1187,0.841844
gas based,discovered,4531.118740,1108,0.894270
leading technology,discovered,4530.190906,2517,0.411745
prices oil,discovered,4519.935616,1434,0.698830
need energy,discovered,4517.775061,983,0.976167
international prices,discovered,4514.787571,1650,0.607064
economic stimulus,discovered,4513.843483,1319,0.758046
pacific region,discovered,4512.193262,4086,0.285734
lng prices,discovered,4510.545023,1173,0.846931
sustainable solutions,discovered,4509.396909,1545,0.647256
gas utilities,discovered,4508.900529,1590,0.628956
supply come,discovered,4503.699122,1177,0.843123
support government,discovered,4501.001577,1560,0.639869
government policies,discovered,4500.224389,1339,0.744716
current macro,discovered,4498.407755,2063,0.488168
chinese demand,discovered,4496.075308,1205,0.823650
asia particularly,discovered,4494.574848,1382,0.720918
oil based,discovered,4492.497034,1476,0.674897
power outages,discovered,4491.490767,1315,0.756617
countries operate,discovered,4489.515256,2211,0.457480
battery materials,discovered,4487.415856,1425,0.698187
exposure china,discovered,4484.863477,1252,0.792405
lot volatility,discovered,4483.900335,2735,0.381078
markets india,discovered,4483.016889,1386,0.717020
hydrogen fuel,discovered,4477.907784,1378,0.720335
overall economy,discovered,4476.655475,2717,0.382622
term uncertainty,discovered,4466.882632,1277,0.774409
chain situation,discovered,4465.099487,1136,0.863878
government commercial,discovered,4461.295764,1328,0.744395
supply high,discovered,4459.841821,1302,0.758741
chemical industry,discovered,4459.625577,1839,0.539613
able supply,discovered,4455.615862,2228,0.451286
current geopolitical,discovered,4450.402293,951,0.986515
improvement supply,discovered,4445.796698,1338,0.736379
technology based,discovered,4433.789678,1820,0.541989
parts asia,discovered,4432.243227,1659,0.592924
macroeconomic outlook,discovered,4431.048616,1369,0.717505
lower commodity,discovered,4426.360264,2437,0.414950
technology leader,discovered,4425.773920,1641,0.598468
oil recovery,discovered,4424.727586,1351,0.725954
pressure supply,discovered,4419.101940,1226,0.797139
short supply,discovered,4415.137765,1854,0.530320
renewable sources,discovered,4414.030469,1357,0.721041
edge technology,discovered,4413.296166,2141,0.463721
world economic,discovered,4407.200195,1267,0.770213
labor supply,discovered,4402.951711,1307,0.746431
new power,discovered,4402.050092,1911,0.513848
central europe,discovered,4390.305274,3596,0.305600
economic recession,discovered,4390.118592,1535,0.634298
capacity supply,discovered,4386.399889,1395,0.697151
expect global,discovered,4381.924148,1726,0.564052
america china,discovered,4370.968367,1731,0.561102
sources energy,discovered,4370.307763,972,0.962376
limited supply,discovered,4370.115266,1866,0.521958
gas exploration,discovered,4369.464125,1216,0.794771
increased uncertainty,discovered,4354.997514,1168,0.823115
defense sector,discovered,4350.213347,1354,0.712257
chain supply,discovered,4347.245862,1032,0.916519
global industrial,discovered,4346.239036,1399,0.688823
energy products,discovered,4343.083338,1584,0.608295
covid restrictions,discovered,4339.355279,2136,0.457682
state federal,discovered,4333.406205,1926,0.502610
environmental sustainability,discovered,4332.837748,1163,0.822489
gas plays,discovered,4332.659031,1160,0.824449
year global,discovered,4331.490193,1977,0.490327
carbon emission,discovered,4330.500754,1363,0.704393
increase global,discovered,4329.847566,1588,0.604952
inflation high,discovered,4328.758487,1382,0.694472
data science,discovered,4328.701306,2265,0.433576
lot countries,discovered,4327.341595,1443,0.664977
power industry,discovered,4326.957561,1413,0.679000
supply year,discovered,4320.525576,1243,0.769659
western europe,discovered,4319.295213,7375,0.202415
global technology,discovered,4314.881553,1680,0.570458
gas producers,discovered,4304.907081,1124,0.843844
china united,discovered,4303.214229,967,0.955534
economies world,discovered,4302.173672,1212,0.785483
business technology,discovered,4296.093862,1882,0.509475
ai infrastructure,discovered,4294.610758,1276,0.745763
supply remains,discovered,4282.719098,1053,0.890110
enterprise security,discovered,4277.411268,1524,0.622549
term sustainable,discovered,4275.518875,3817,0.288402
regarding supply,discovered,4274.807830,1041,0.897414
kind supply,discovered,4272.575024,1310,0.722958
large global,discovered,4263.104714,2411,0.405619
despite supply,discovered,4260.567651,1103,0.850424
china think,discovered,4258.216216,2170,0.443763
seen supply,discovered,4257.373968,998,0.925788
shale oil,discovered,4249.409121,1244,0.756691
term energy,discovered,4248.390914,995,0.926443
chain including,discovered,4240.338653,1083,0.860890
spread covid,discovered,4236.514262,1485,0.632723
security cloud,discovered,4236.410612,1003,0.918498
ongoing global,discovered,4235.665681,1196,0.783748
domestic manufacturing,discovered,4233.643817,1244,0.753939
global companies,discovered,4233.030748,1508,0.622626
china plus,discovered,4225.715717,1161,0.804574
europe countries,discovered,4223.170942,1401,0.668416
ai driven,discovered,4220.404156,2346,0.411579
sort supply,discovered,4216.611990,1098,0.845917
lack supply,discovered,4214.314660,1237,0.754728
think trade,discovered,4205.300283,1455,0.640969
recovery china,discovered,4204.085584,1248,0.746411
supply capacity,discovered,4202.470569,1155,0.804318
chain cost,discovered,4194.889940,1513,0.615041
operating rates,discovered,4193.463441,3059,0.331887
reliable supply,discovered,4193.417808,1054,0.873239
sure supply,discovered,4192.310646,1176,0.788732
impact oil,discovered,4188.390800,1216,0.762861
government mandated,discovered,4185.486963,1229,0.754451
renewable energies,discovered,4184.727516,1253,0.740106
indian market,discovered,4176.113666,2521,0.384299
energy environment,discovered,4175.821184,1160,0.796156
technology support,discovered,4175.672045,1746,0.532479
electricity consumption,discovered,4171.742202,1227,0.753223
fuel price,discovered,4166.596173,2997,0.335347
commodity pricing,discovered,4166.183838,2157,0.437614
result supply,discovered,4165.028308,1058,0.865086
given macro,discovered,4164.591363,2049,0.457877
developing world,discovered,4164.227971,1453,0.635608
rising commodity,discovered,4160.454675,1270,0.726129
economic geopolitical,discovered,4159.990933,905,0.976268
states government,discovered,4159.459434,1015,0.895852
chain solutions,discovered,4159.324548,1398,0.659745
gas service,discovered,4154.741318,1108,0.827483
american gas,discovered,4152.853825,984,0.917910
terms technology,discovered,4149.154228,2306,0.411639
production rates,discovered,4144.831479,3899,0.278819
know supply,discovered,4142.248006,1217,0.754027
potential economic,discovered,4133.491301,1128,0.809763
lng demand,discovered,4132.425392,1011,0.893899
believe global,discovered,4128.865415,1345,0.680668
data privacy,discovered,4122.940267,1117,0.815328
risk supply,discovered,4113.842680,938,0.945565
cost fuel,discovered,4112.406229,1765,0.519423
markets europe,discovered,4110.010739,3278,0.311301
tariffs impact,discovered,4107.441566,1076,0.841282
nat gas,discovered,4099.570043,1347,0.674850
core technology,discovered,4094.205900,2158,0.430825
china strong,discovered,4092.597635,1571,0.578424
petroleum products,discovered,4091.475885,1409,0.643967
significant disruption,discovered,4085.724580,1264,0.716553
covid supply,discovered,4072.608690,942,0.935452
technology provide,discovered,4072.018356,1515,0.596457
company world,discovered,4071.290912,2369,0.396088
infrastructure energy,discovered,4069.829985,962,0.919694
currency risk,discovered,4068.112751,1262,0.714609
global logistics,discovered,4065.747077,1253,0.719288
pipeline projects,discovered,4064.411749,2581,0.368978
government funded,discovered,4052.346085,1106,0.809663
better supply,discovered,4050.874757,1318,0.681489
prices china,discovered,4049.173048,1222,0.734375
imports coming,discovered,4048.879297,1179,0.760645
coal supply,discovered,4047.169460,1218,0.736397
fuel economy,discovered,4047.145314,1482,0.605887
conflict ukraine,discovered,4044.567879,928,0.941176
canada united,discovered,4043.317191,1607,0.559151
enterprise data,discovered,4039.950997,1732,0.519964
material availability,discovered,4038.806298,1278,0.700658
economic trends,discovered,4036.926296,1537,0.583080
battery electric,discovered,4031.590376,1867,0.483804
east europe,discovered,4026.948062,1536,0.582039
intellectual property,discovered,4025.498977,6103,0.213908
overall macro,discovered,4022.098645,1702,0.526446
carbon energy,discovered,4017.689714,895,0.961332
america asia,discovered,4017.029594,3439,0.296542
stable supply,discovered,4007.960458,1144,0.775593
question energy,discovered,4007.890069,1186,0.748737
mitigate supply,discovered,4007.404877,938,0.926877
european customers,discovered,4006.858248,1767,0.506304
chain bottlenecks,discovered,4005.348264,904,0.952582
power infrastructure,discovered,3996.190325,1112,0.794853
disruption caused,discovered,3994.414809,1242,0.712974
europe just,discovered,3985.665164,2168,0.419261
wind market,discovered,3982.274750,1261,0.700167
trade environment,discovered,3966.797144,999,0.871728
china impact,discovered,3963.467155,1090,0.803835
ongoing macroeconomic,discovered,3956.602739,915,0.935583
affordable energy,discovered,3950.068151,864,0.972973
world energy,discovered,3946.440157,964,0.895079
driven china,discovered,3941.014765,1228,0.711472
reliable energy,discovered,3935.908742,893,0.948990
higher crude,discovered,3935.544739,1094,0.795636
excess supply,discovered,3933.633290,1472,0.593070
trade issues,discovered,3932.925881,896,0.946146
know global,discovered,3932.273581,1156,0.753585
demand electricity,discovered,3927.223729,1074,0.808126
recent volatility,discovered,3925.362772,1222,0.712121
strong oil,discovered,3924.900206,1077,0.805535
fuel gas,discovered,3923.383055,986,0.873339
despite uncertainty,discovered,3921.167940,1141,0.761174
work supply,discovered,3915.046243,1358,0.639360
carbon reduction,discovered,3914.605169,1356,0.640227
continued volatility,discovered,3912.943571,1318,0.658342
amp power,discovered,3912.290653,1262,0.687364
supply environment,discovered,3907.846320,1253,0.691501
gas marketing,discovered,3906.816341,1288,0.672585
reducing emissions,discovered,3906.039667,1072,0.805409
chain services,discovered,3903.356317,1461,0.592938
certain raw,discovered,3900.400191,1077,0.800743
demand steel,discovered,3888.217861,1172,0.735257
uncertainty economic,discovered,3887.179397,1067,0.805283
ongoing economic,discovered,3884.515401,1216,0.708212
energy conservation,discovered,3884.098113,1067,0.804676
energy transportation,discovered,3883.725253,1119,0.768544
trade tariffs,discovered,3880.348951,880,0.949299
commercial government,discovered,3878.889746,1360,0.632558
defense programs,discovered,3873.128255,1103,0.777308
economic crisis,discovered,3871.529966,2119,0.417044
trade volumes,discovered,3864.961233,1142,0.749836
demand covid,discovered,3861.124482,1232,0.694867
currency volatility,discovered,3859.948103,1363,0.628111
canadian oil,discovered,3859.789283,1178,0.726264
china mexico,discovered,3858.300512,1021,0.833469
government stimulus,discovered,3858.166476,1867,0.464775
government business,discovered,3855.849273,2894,0.325059
price energy,discovered,3854.632879,1131,0.755007
states america,discovered,3854.340762,1056,0.806723
uncertainty caused,discovered,3849.970995,969,0.872187
customers north,discovered,3846.792767,1585,0.540034
price crude,discovered,3845.003873,1263,0.675040
supply dynamics,discovered,3844.262821,1053,0.806897
global presence,discovered,3843.269342,2048,0.426756
supply meet,discovered,3842.417765,963,0.875455
international customers,discovered,3839.020191,2260,0.392293
volatility markets,discovered,3832.146291,1440,0.590648
higher power,discovered,3824.652634,1795,0.477902
coal business,discovered,3817.557654,1729,0.493859
changes supply,discovered,3816.149271,1025,0.821973
gas turbines,discovered,3814.659606,1514,0.559911
technologies including,discovered,3809.149900,1389,0.608410
future supply,discovered,3805.392387,954,0.875229
south china,discovered,3805.210233,1024,0.820513
indian government,discovered,3801.181281,1055,0.796828
new lng,discovered,3800.804353,1048,0.801836
coal mining,discovered,3795.150920,1411,0.596870
hydrogen production,discovered,3791.865632,1102,0.762102
uncertainty world,discovered,3785.897393,979,0.851304
costs energy,discovered,3782.056918,1288,0.651163
chain continue,discovered,3781.601580,974,0.854386
critical data,discovered,3778.069088,1009,0.826372
china taiwan,discovered,3775.632827,1296,0.646062
chain pressures,discovered,3774.878805,990,0.840407
supply availability,discovered,3773.144823,939,0.880863
gas resources,discovered,3771.954112,863,0.943169
metals mining,discovered,3771.137172,1080,0.773085
canadian government,discovered,3769.652731,1304,0.641101
input cost,discovered,3766.945315,4258,0.249560
defense industrial,discovered,3761.320531,920,0.894072
security posture,discovered,3759.802492,852,0.949833
political issues,discovered,3754.630386,980,0.844100
related tariffs,discovered,3754.144297,990,0.836149
change government,discovered,3750.170050,1243,0.668999
global semiconductor,discovered,3750.047362,863,0.939064
supply needs,discovered,3745.220072,886,0.919087
china chinese,discovered,3735.731071,1181,0.701306
japan south,discovered,3726.368979,1150,0.718301
middle class,discovered,3725.366566,2217,0.388811
customers energy,discovered,3723.949110,910,0.894789
ai capabilities,discovered,3718.456575,1856,0.452021
managed security,discovered,3716.495584,888,0.911704
economy continued,discovered,3715.476725,1132,0.727506
copper prices,discovered,3710.863104,2320,0.373591
global health,discovered,3710.399598,1450,0.568405
solar projects,discovered,3708.849594,1902,0.441299
volatility commodity,discovered,3708.122163,1073,0.765335
tariffs china,discovered,3706.233944,824,0.962617
zero covid,discovered,3704.023005,930,0.874060
chinese steel,discovered,3701.963061,1037,0.789794
chain inventory,discovered,3699.079591,1000,0.816993
markets asia,discovered,3698.693680,1995,0.422312
security related,discovered,3697.153668,925,0.876777
challenges covid,discovered,3687.001030,1438,0.569505
key global,discovered,3686.744633,1168,0.699820
security capabilities,discovered,3686.610314,912,0.885437
chain related,discovered,3684.748846,1088,0.750345
existing supply,discovered,3682.373252,943,0.858834
gas utility,discovered,3670.270918,1527,0.535039
emerging economies,discovered,3669.779663,1441,0.565764
high technology,discovered,3669.539136,1466,0.556357
projects world,discovered,3669.465063,1184,0.687174
supply continue,discovered,3666.595649,958,0.843310
cloud providers,discovered,3666.481847,1591,0.514055
china brazil,discovered,3665.544330,1420,0.573274
china countries,discovered,3663.027489,927,0.867978
high commodity,discovered,3659.984555,1225,0.662520
chain risk,discovered,3652.203301,823,0.953650
metallurgical coal,discovered,3651.538258,1612,0.505805
really supply,discovered,3646.923625,1132,0.714196
macro backdrop,discovered,3646.767838,1942,0.427001
tariffs trade,discovered,3644.008636,772,0.991014
government recently,discovered,3637.524769,942,0.850181
identity management,discovered,3633.340387,1122,0.717850
electricity market,discovered,3631.832522,1210,0.665567
solar panels,discovered,3629.908560,1817,0.450868
security customers,discovered,3626.049416,852,0.924078
supply sources,discovered,3624.389483,876,0.903093
international energy,discovered,3622.064683,928,0.858464
africa south,discovered,3618.649969,1070,0.749300
plants china,discovered,3615.844034,989,0.808007
world europe,discovered,3613.912073,1051,0.761594
fuel demand,discovered,3612.717781,1083,0.739249
increasing global,discovered,3611.575691,1106,0.723822
effects covid,discovered,3611.253626,1749,0.464418
world think,discovered,3609.661273,1936,0.424375
adequate supply,discovered,3599.422810,1022,0.779558
improve energy,discovered,3596.306435,867,0.905010
offshore drilling,discovered,3595.626358,1457,0.548776
enhanced oil,discovered,3593.611600,1020,0.779817
european energy,discovered,3593.347241,833,0.933857
activity china,discovered,3592.602660,1094,0.727878
ex china,discovered,3588.650694,1176,0.676640
europe japan,discovered,3584.733044,2395,0.354605
volatility global,discovered,3584.376833,842,0.924259
china supply,discovered,3583.436293,832,0.932735
lower crude,discovered,3580.442803,1003,0.789764
supply balance,discovered,3579.167248,956,0.826275
electric grid,discovered,3577.604542,935,0.843102
security requirements,discovered,3577.244697,790,0.966952
trade growth,discovered,3575.735656,1128,0.702804
application security,discovered,3575.400522,1070,0.740484
gas activity,discovered,3574.614545,1011,0.782508
contract supply,discovered,3572.138249,964,0.818336
economy remains,discovered,3569.768663,1339,0.591692
supply constraint,discovered,3569.220146,1299,0.609573
performance materials,discovered,3568.945808,2483,0.343811
china economy,discovered,3568.104802,1138,0.695174
gas segment,discovered,3567.656062,1807,0.446173
europe course,discovered,3565.464055,1309,0.604340
environmental footprint,discovered,3564.067231,1229,0.643119
economic weakness,discovered,3557.554718,1443,0.548252
technology continues,discovered,3557.450759,1392,0.567700
value chains,discovered,3556.655542,1324,0.596128
china government,discovered,3555.837842,950,0.826087
supply power,discovered,3552.959266,802,0.952494
presidential election,discovered,3552.579234,1685,0.473315
energy space,discovered,3550.746170,1328,0.593387
china business,discovered,3543.786256,2436,0.346959
think macro,discovered,3536.120253,1743,0.457120
macro uncertainties,discovered,3533.213625,1060,0.738676
carbon future,discovered,3532.056669,761,0.981935
political instability,discovered,3529.343800,863,0.894301
challenges global,discovered,3527.999799,920,0.844812
security company,discovered,3527.878354,912,0.851541
renewable fuels,discovered,3522.118513,1238,0.630989
safety environmental,discovered,3516.656850,1307,0.597076
upstream business,discovered,3515.049267,1483,0.527946
materials business,discovered,3513.752160,2193,0.374104
given macroeconomic,discovered,3512.691325,1048,0.742736
canada mexico,discovered,3512.379344,1764,0.449541
chain perspective,discovered,3509.845403,1016,0.765060
trade lanes,discovered,3509.845403,1016,0.765060
carbon economy,discovered,3505.718409,792,0.951923
coal power,discovered,3503.383675,1041,0.745702
broader macroeconomic,discovered,3499.068178,908,0.848598
current commodity,discovered,3498.117835,1420,0.547840
slowdown global,discovered,3496.662670,809,0.935260
industry china,discovered,3496.051108,1235,0.627860
country world,discovered,3487.664101,1466,0.529816
materials components,discovered,3483.904262,1037,0.744436
infrastructure data,discovered,3483.894403,936,0.821773
australian government,discovered,3483.695137,1001,0.770593
distributed energy,discovered,3482.848649,1094,0.705806
solutions global,discovered,3482.418229,991,0.777865
increase crude,discovered,3478.029904,928,0.827094
region world,discovered,3474.430212,1573,0.494033
gas portfolio,discovered,3474.349483,1077,0.715139
security platform,discovered,3473.980087,991,0.776038
coal natural,discovered,3472.659429,768,0.966038
super important,discovered,3469.256349,1444,0.534815
support energy,discovered,3466.232291,761,0.970663
environment china,discovered,3463.922945,1070,0.717639
market world,discovered,3463.689737,2372,0.347954
technology services,discovered,3463.121400,2388,0.346137
global commodity,discovered,3461.059325,850,0.890985
upstream oil,discovered,3460.871164,1176,0.652608
power costs,discovered,3459.004734,1909,0.414100
technologies products,discovered,3458.076439,1311,0.585529
uncertainty continue,discovered,3446.868576,856,0.882474
domestic chinese,discovered,3444.751295,878,0.862475
nuclear industry,discovered,3442.544845,897,0.845429
energy intensive,discovered,3441.526449,965,0.789043
security needs,discovered,3435.386272,744,0.978947
gas mining,discovered,3428.744006,974,0.779200
supply continues,discovered,3425.581313,882,0.854651
ore coal,discovered,3425.089464,988,0.767677
uncertainty macro,discovered,3424.812405,993,0.763846
effects pandemic,discovered,3424.548750,1390,0.547891
feedstock prices,discovered,3417.101603,1033,0.733144
years supply,discovered,3417.052701,1017,0.744510
cloud native,discovered,3415.484688,1921,0.407510
offshore energy,discovered,3412.850429,1019,0.742170
tariffs imposed,discovered,3412.704996,754,0.966667
defense customers,discovered,3412.471664,908,0.829224
chain initiatives,discovered,3410.237264,1473,0.516299
security concerns,discovered,3405.971200,762,0.958491
federal energy,discovered,3405.969753,902,0.832872
world particularly,discovered,3405.383375,1138,0.663557
american natural,discovered,3404.326719,748,0.970169
demand asia,discovered,3404.011471,1254,0.602305
chain delays,discovered,3401.995016,880,0.851064
growing energy,discovered,3399.718323,796,0.926659
control technology,discovered,3398.049738,1044,0.721493
energy regulatory,discovered,3395.749572,877,0.852284
east south,discovered,3395.423833,1137,0.662202
source energy,discovered,3393.333786,824,0.899563
including supply,discovered,3392.979668,943,0.795781
continued global,discovered,3391.956891,1114,0.675152
innovative technologies,discovered,3388.639683,1352,0.557066
european economy,discovered,3388.524949,1268,0.593078
parts supply,discovered,3384.060495,1053,0.712449
northern border,discovered,3377.737454,1138,0.658184
like oil,discovered,3372.560431,1244,0.601547
demand india,discovered,3371.284104,962,0.775806
supply logistics,discovered,3369.828803,1010,0.739385
defense budgets,discovered,3368.979001,804,0.912599
obviously supply,discovered,3368.665987,978,0.762871
monetary policies,discovered,3367.675693,770,0.943627
given volatility,discovered,3367.537632,1998,0.389778
price war,discovered,3366.863716,1730,0.440540
like russia,discovered,3365.648015,1133,0.658721
economic landscape,discovered,3361.197182,1022,0.728959
government officials,discovered,3359.100116,1230,0.605911
electronic security,discovered,3358.029872,909,0.815978
multibillion dollar,discovered,3353.982224,2011,0.386434
ore body,discovered,3352.877126,2426,0.333884
oil pipeline,discovered,3349.908194,1084,0.685209
cloud ai,discovered,3349.159453,1030,0.720784
logistics segment,discovered,3347.340693,1594,0.471598
cell technology,discovered,3342.367539,1134,0.653602
macroeconomic backdrop,discovered,3338.624229,1277,0.580455
situation supply,discovered,3338.027488,812,0.898230
cloud platform,discovered,3334.944252,2171,0.361833
lower emissions,discovered,3334.679306,889,0.827747
strong north,discovered,3331.596598,1350,0.548780
supply costs,discovered,3328.161132,1422,0.521643
despite economic,discovered,3320.350122,1477,0.502210
defense systems,discovered,3320.088782,1032,0.713200
gas electric,discovered,3319.904154,1305,0.565180
light crude,discovered,3318.934860,908,0.807829
gas produced,discovered,3318.461216,818,0.888165
oil field,discovered,3317.469130,2094,0.370751
vegetable oil,discovered,3317.046038,933,0.786678
sales china,discovered,3314.837350,2360,0.337915
fuel costs,discovered,3312.793654,4309,0.231058
supply energy,discovered,3305.152707,742,0.956186
gas gathering,discovered,3301.108020,1393,0.527851
50 barrel,discovered,3300.470098,1630,0.456327
china expect,discovered,3299.976426,1281,0.572130
impacted economic,discovered,3299.672743,1050,0.696749
global uncertainty,discovered,3297.718862,843,0.860204
