bigram,origin,G2,target_freq,target_share
energy customers,discovered,4819.049281,1396,0.764513
question gas,discovered,4815.024257,1146,0.914605
ai models,discovered,4815.015704,1566,0.681759
car prices,discovered,4814.875251,1768,0.604238
low commodity,discovered,4814.335740,1491,0.715795
position global,discovered,4813.423772,1665,0.641124
food supply,discovered,4811.762590,1136,0.920583
despite short,discovered,4811.353692,1526,0.699038
high volume,discovered,4810.530997,6883,0.220052
think china,discovered,4810.352727,2449,0.444142
build operate,discovered,4806.630957,1543,0.690689
announced partnership,discovered,4805.404334,2256,0.477764
positive market,discovered,4803.997572,2943,0.379742
semiconductor manufacturing,discovered,4803.040362,1300,0.816070
decline oil,discovered,4801.608904,1537,0.692654
technology capabilities,discovered,4800.641283,2042,0.523858
industry participants,discovered,4792.962125,1822,0.583974
security issues,discovered,4792.251339,1137,0.916935
indirect impact,discovered,4791.579384,1311,0.807763
demand related,discovered,4790.975824,1577,0.673644
power distribution,discovered,4790.722493,1663,0.638878
gas field,discovered,4790.117361,1455,0.729689
continued pressure,discovered,4789.518432,2975,0.375536
lng project,discovered,4784.064144,1944,0.547297
safety reliability,discovered,4782.871451,1661,0.638601
key enabler,discovered,4781.096507,1688,0.628210
activity remains,discovered,4779.198833,2266,0.473464
light heavy,discovered,4778.141032,1349,0.783847
infrastructure company,discovered,4774.147418,1488,0.711281
given continued,discovered,4773.460689,2575,0.422270
geopolitical uncertainties,discovered,4773.000539,1044,0.972973
gas fuel,discovered,4771.851369,1099,0.938514
china japan,discovered,4769.698461,2337,0.459587
services provide,discovered,4767.833529,3584,0.324697
decades come,discovered,4765.420390,1487,0.710463
healthy demand,discovered,4764.346159,2460,0.438659
prices especially,discovered,4763.897306,1502,0.703184
looking supply,discovered,4759.233314,1285,0.817950
demand domestic,discovered,4754.394051,1476,0.714078
term medium,discovered,4751.767220,2136,0.497322
kong macau,discovered,4748.808539,1631,0.645685
expect continued,discovered,4747.398295,7941,0.204302
government funding,discovered,4745.620668,2129,0.498245
growth oil,discovered,4744.411329,1426,0.737332
pandemic related,discovered,4744.080334,2693,0.404354
recovery global,discovered,4743.819835,1194,0.872169
continuing develop,discovered,4741.713958,2224,0.478177
transportation costs,discovered,4741.059866,3738,0.313828
impact tariff,discovered,4739.417564,1256,0.832339
economic cycles,discovered,4738.929025,2363,0.452422
domestic consumption,discovered,4738.268190,1573,0.667941
serve growing,discovered,4738.014740,1458,0.720356
impacted global,discovered,4734.375794,1203,0.864845
impact trade,discovered,4732.615796,1147,0.901021
terawatt hours,discovered,4730.394818,2331,0.457238
alternative sources,discovered,4730.369524,1510,0.694572
potential long,discovered,4722.460484,1701,0.615858
financial services,discovered,4721.449430,13909,0.164155
utility customers,discovered,4718.805884,1687,0.620449
ability supply,discovered,4712.687489,1637,0.638456
look global,discovered,4708.625755,2091,0.503007
future energy,discovered,4707.128590,1202,0.861032
major role,discovered,4701.608575,1788,0.583741
energy saving,discovered,4700.541265,1640,0.635659
international oil,discovered,4698.824301,1314,0.791090
customers access,discovered,4698.414429,2218,0.475354
global customer,discovered,4696.734584,2003,0.522567
inaudible highly,discovered,4695.542769,1710,0.609191
growth energy,discovered,4694.679986,1631,0.638356
ongoing challenges,discovered,4693.070313,1712,0.608171
global company,discovered,4691.324494,2249,0.468737
expanding global,discovered,4690.660510,1750,0.594833
current demand,discovered,4689.530124,2587,0.414251
china north,discovered,4688.437960,1323,0.784232
500 companies,discovered,4688.106400,1670,0.622670
constrained supply,discovered,4687.022104,1324,0.783432
climate related,discovered,4685.561154,1176,0.874349
market high,discovered,4680.138601,2906,0.375646
require significant,discovered,4679.172969,1806,0.575342
disaster recovery,discovered,4677.677192,1744,0.595222
stand ready,discovered,4675.833927,1527,0.678968
jet fuel,discovered,4674.839400,2602,0.411123
cloud environments,discovered,4673.790030,1251,0.824654
prices expected,discovered,4667.429042,1711,0.605235
driven increased,discovered,4667.407990,5508,0.243566
uncertain economic,discovered,4666.885011,2314,0.454706
secure long,discovered,4664.798352,1504,0.687700
cost effectively,discovered,4663.724782,2802,0.385791
ensure supply,discovered,4660.880920,1081,0.933506
especially north,discovered,4660.725091,2133,0.489108
customers china,discovered,4660.383409,1880,0.551158
china particular,discovered,4653.635475,1521,0.678412
cloud service,discovered,4653.372548,2244,0.466237
continues impacted,discovered,4653.169291,1799,0.574393
electric utilities,discovered,4653.031971,1468,0.702729
supply cost,discovered,4652.373131,1458,0.707424
threat intelligence,discovered,4649.968033,1082,0.931153
cyber attacks,discovered,4646.480285,1013,0.974976
china course,discovered,4644.933784,1262,0.813144
signed long,discovered,4637.712077,1393,0.737818
like supply,discovered,4636.870106,1523,0.675089
expand production,discovered,4636.470581,1580,0.650741
business remains,discovered,4635.724366,4572,0.270661
east region,discovered,4634.538769,1618,0.635257
charging infrastructure,discovered,4634.010947,1511,0.680018
costs supply,discovered,4633.102969,1519,0.676313
energy raw,discovered,4632.575301,1232,0.829630
terms oil,discovered,4631.812202,1276,0.802516
slowdown demand,discovered,4631.399207,1649,0.622969
continue remain,discovered,4630.960566,4873,0.260213
chinese oems,discovered,4630.457770,1403,0.731491
remain tight,discovered,4624.285340,1449,0.707520
expected demand,discovered,4623.607857,2075,0.498080
car production,discovered,4621.860562,1508,0.679585
current preliminary,discovered,4620.500863,1306,0.782974
services solutions,discovered,4615.843052,2182,0.474761
national defense,discovered,4614.612122,987,0.986014
security service,discovered,4609.273447,1232,0.825737
defense department,discovered,4603.330862,1086,0.921120
mexico canada,discovered,4602.238994,1520,0.671378
products supply,discovered,4597.589011,1264,0.804071
demand destruction,discovered,4597.131587,1506,0.676854
products technology,discovered,4593.746393,2088,0.492221
despite near,discovered,4592.813686,1491,0.683005
uk government,discovered,4592.384528,1472,0.691729
global lng,discovered,4591.329006,1033,0.954713
continue challenging,discovered,4590.813574,1867,0.546866
help meet,discovered,4590.021334,1819,0.560727
driven factors,discovered,4589.418959,2788,0.382337
new tariffs,discovered,4589.180582,1385,0.734358
energy systems,discovered,4588.535521,1702,0.598243
services technology,discovered,4586.983307,1579,0.644227
india middle,discovered,4584.950603,1359,0.747525
largest producer,discovered,4584.921878,1340,0.757919
potential customers,discovered,4579.916478,4318,0.278419
base load,discovered,4575.348475,1955,0.521612
chip shortages,discovered,4568.889657,1139,0.879537
production high,discovered,4567.260526,1583,0.639854
leading position,discovered,4566.654599,4834,0.259293
wide range,discovered,4566.576903,7512,0.205865
role helping,discovered,4566.429139,1410,0.717923
year gas,discovered,4565.471496,1288,0.784409
offset impact,discovered,4562.375424,5199,0.248411
highly regulated,discovered,4562.271750,1472,0.687208
demand result,discovered,4561.255126,1291,0.781950
believe supply,discovered,4559.689308,1305,0.773563
issues continue,discovered,4559.442598,1430,0.706871
growth supply,discovered,4557.897165,1364,0.740499
driven global,discovered,4557.664323,1381,0.731462
travel restrictions,discovered,4553.240301,2725,0.387019
focus remains,discovered,4552.474193,3624,0.311715
technology platforms,discovered,4550.241709,2800,0.378378
light oil,discovered,4548.610269,1535,0.657106
security compliance,discovered,4547.644269,1247,0.806076
key growth,discovered,4547.153915,4906,0.256389
lng supply,discovered,4545.520350,1002,0.968116
essential service,discovered,4543.763352,1244,0.807268
power stations,discovered,4542.170984,1434,0.702253
market global,discovered,4540.876606,1617,0.622881
shortages supply,discovered,4540.763159,1001,0.968085
continues operate,discovered,4536.304198,1824,0.552895
global network,discovered,4535.886802,2434,0.424190
production tax,discovered,4535.406975,1647,0.610905
sector continues,discovered,4535.295175,1594,0.631037
higher costs,discovered,4534.789149,6438,0.220911
coal demand,discovered,4534.457708,1187,0.841844
wireless networks,discovered,4533.513471,1440,0.698013
services help,discovered,4531.895339,1939,0.520956
gas based,discovered,4531.118740,1108,0.894270
national institute,discovered,4530.355466,1179,0.846375
leading technology,discovered,4530.190906,2517,0.411745
business conditions,discovered,4521.611986,3621,0.310416
prices oil,discovered,4519.935616,1434,0.698830
need energy,discovered,4517.775061,983,0.976167
international prices,discovered,4514.787571,1650,0.607064
economic stimulus,discovered,4513.843483,1319,0.758046
pacific region,discovered,4512.193262,4086,0.285734
lng prices,discovered,4510.545023,1173,0.846931
sustainable solutions,discovered,4509.396909,1545,0.647256
gas utilities,discovered,4508.900529,1590,0.628956
supply come,discovered,4503.699122,1177,0.843123
support government,discovered,4501.001577,1560,0.639869
government policies,discovered,4500.224389,1339,0.744716
coast guard,discovered,4499.728258,1428,0.698630
software solutions,discovered,4498.663203,3024,0.352941
current macro,discovered,4498.407755,2063,0.488168
chinese demand,discovered,4496.075308,1205,0.823650
product life,discovered,4495.667963,1874,0.534055
asia particularly,discovered,4494.574848,1382,0.720918
oil based,discovered,4492.497034,1476,0.674897
power outages,discovered,4491.490767,1315,0.756617
countries operate,discovered,4489.515256,2211,0.457480
battery materials,discovered,4487.415856,1425,0.698187
exposure china,discovered,4484.863477,1252,0.792405
challenges related,discovered,4484.592087,1515,0.656412
lot volatility,discovered,4483.900335,2735,0.381078
markets india,discovered,4483.016889,1386,0.717020
need reduce,discovered,4479.328311,1784,0.558023
product tanker,discovered,4477.927194,1603,0.619637
hydrogen fuel,discovered,4477.907784,1378,0.720335
overall economy,discovered,4476.655475,2717,0.382622
new vehicle,discovered,4470.605341,3421,0.320558
current administration,discovered,4469.461284,1298,0.762632
term uncertainty,discovered,4466.882632,1277,0.774409
regulatory changes,discovered,4465.274787,3294,0.329170
chain situation,discovered,4465.099487,1136,0.863878
rising cost,discovered,4463.650601,1749,0.566937
government commercial,discovered,4461.295764,1328,0.744395
supply high,discovered,4459.841821,1302,0.758741
chemical industry,discovered,4459.625577,1839,0.539613
create opportunities,discovered,4455.996749,2331,0.433674
able supply,discovered,4455.615862,2228,0.451286
continues provide,discovered,4452.150788,2649,0.388873
accented language,discovered,4451.442554,1622,0.608859
current geopolitical,discovered,4450.402293,951,0.986515
production sales,discovered,4449.683174,3018,0.350523
impacted business,discovered,4447.612563,2164,0.462492
improvement supply,discovered,4445.796698,1338,0.736379
safety stock,discovered,4444.581893,2075,0.480213
heating season,discovered,4439.788966,1607,0.612891
position leader,discovered,4439.382687,1568,0.627954
technology based,discovered,4433.789678,1820,0.541989
increased production,discovered,4432.369214,3858,0.293273
parts asia,discovered,4432.243227,1659,0.592924
macroeconomic outlook,discovered,4431.048616,1369,0.717505
cost high,discovered,4428.555689,2238,0.447064
lower commodity,discovered,4426.360264,2437,0.414950
technology leader,discovered,4425.773920,1641,0.598468
oil recovery,discovered,4424.727586,1351,0.725954
current environment,discovered,4424.183054,8848,0.189161
pressure supply,discovered,4419.101940,1226,0.797139
manufacturing companies,discovered,4417.665003,1336,0.732858
short supply,discovered,4415.137765,1854,0.530320
policy changes,discovered,4414.336200,1982,0.497865
renewable sources,discovered,4414.030469,1357,0.721041
edge technology,discovered,4413.296166,2141,0.463721
continue benefit,discovered,4412.076125,5990,0.225970
solutions like,discovered,4409.020504,2022,0.488170
continued weakness,discovered,4407.917635,2652,0.385353
world economic,discovered,4407.200195,1267,0.770213
labor supply,discovered,4402.951711,1307,0.746431
new power,discovered,4402.050092,1911,0.513848
remained strong,discovered,4400.857609,6921,0.210211
increased competition,discovered,4398.766889,3772,0.296215
address growing,discovered,4392.452960,1250,0.777847
new car,discovered,4392.146281,3657,0.302181
opportunities areas,discovered,4390.945107,1768,0.552155
central europe,discovered,4390.305274,3596,0.305600
economic recession,discovered,4390.118592,1535,0.634298
finished products,discovered,4388.120920,1974,0.496979
capacity supply,discovered,4386.399889,1395,0.697151
expect global,discovered,4381.924148,1726,0.564052
benefit increased,discovered,4381.078585,2136,0.461638
priority areas,discovered,4381.072941,1367,0.710499
center customers,discovered,4377.129855,1429,0.679183
unique capabilities,discovered,4373.188608,1834,0.530979
america china,discovered,4370.968367,1731,0.561102
sources energy,discovered,4370.307763,972,0.962376
limited supply,discovered,4370.115266,1866,0.521958
gas exploration,discovered,4369.464125,1216,0.794771
hot rolled,discovered,4369.405856,1850,0.526166
infrastructure including,discovered,4367.601808,1378,0.702703
end users,discovered,4362.171976,4812,0.253090
market recovery,discovered,4359.076382,3308,0.322480
address challenges,discovered,4357.514612,2029,0.481376
increased uncertainty,discovered,4354.997514,1168,0.823115
business opportunities,discovered,4353.527630,5608,0.232244
production line,discovered,4353.217471,3412,0.315138
defense sector,discovered,4350.213347,1354,0.712257
chain supply,discovered,4347.245862,1032,0.916519
global industrial,discovered,4346.239036,1399,0.688823
demand core,discovered,4344.188380,1575,0.611888
energy products,discovered,4343.083338,1584,0.608295
continue impacted,discovered,4339.366867,2104,0.463947
covid restrictions,discovered,4339.355279,2136,0.457682
positioned navigate,discovered,4334.591049,1353,0.710236
state federal,discovered,4333.406205,1926,0.502610
professional lines,discovered,4333.148246,1303,0.736991
environmental sustainability,discovered,4332.837748,1163,0.822489
gas plays,discovered,4332.659031,1160,0.824449
year global,discovered,4331.490193,1977,0.490327
carbon emission,discovered,4330.500754,1363,0.704393
increase global,discovered,4329.847566,1588,0.604952
inflation high,discovered,4328.758487,1382,0.694472
data science,discovered,4328.701306,2265,0.433576
potential demand,discovered,4328.229655,1317,0.728429
lot countries,discovered,4327.341595,1443,0.664977
power industry,discovered,4326.957561,1413,0.679000
companies working,discovered,4323.532840,1914,0.504481
supply year,discovered,4320.525576,1243,0.769659
postal service,discovered,4320.209380,1708,0.562027
western europe,discovered,4319.295213,7375,0.202415
global technology,discovered,4314.881553,1680,0.570458
believe unique,discovered,4311.882921,1918,0.502226
year agreement,discovered,4311.699923,2259,0.433090
ongoing impact,discovered,4311.342517,1748,0.548478
addressable market,discovered,4307.685303,7440,0.201380
storage solutions,discovered,4306.307664,1733,0.552439
market situation,discovered,4306.302408,4188,0.273030
day natural,discovered,4305.748206,1041,0.902862
gas producers,discovered,4304.907081,1124,0.843844
china united,discovered,4303.214229,967,0.955534
economies world,discovered,4302.173672,1212,0.785483
new contract,discovered,4300.109692,5246,0.239139
respond quickly,discovered,4299.462562,2000,0.481812
business technology,discovered,4296.093862,1882,0.509475
ai infrastructure,discovered,4294.610758,1276,0.745763
trading partners,discovered,4293.589060,1204,0.788991
operations center,discovered,4284.486797,1354,0.701554
supply remains,discovered,4282.719098,1053,0.890110
extremely challenging,discovered,4282.043744,1958,0.489500
enterprise security,discovered,4277.411268,1524,0.622549
term sustainable,discovered,4275.518875,3817,0.288402
regarding supply,discovered,4274.807830,1041,0.897414
kind supply,discovered,4272.575024,1310,0.722958
reduce co2,discovered,4271.930437,1264,0.748815
creating new,discovered,4267.081101,3381,0.312737
auto market,discovered,4264.939222,1722,0.550688
large global,discovered,4263.104714,2411,0.405619
environment particularly,discovered,4262.832968,1974,0.483824
despite supply,discovered,4260.567651,1103,0.850424
trends driving,discovered,4259.016011,1448,0.652252
china think,discovered,4258.216216,2170,0.443763
seen supply,discovered,4257.373968,998,0.925788
market short,discovered,4255.010127,1538,0.613727
shale oil,discovered,4249.409121,1244,0.756691
term energy,discovered,4248.390914,995,0.926443
chain including,discovered,4240.338653,1083,0.860890
market backdrop,discovered,4240.156845,1986,0.478785
light current,discovered,4238.289922,2051,0.464763
spread covid,discovered,4236.514262,1485,0.632723
investment amp,discovered,4236.476500,3010,0.338430
security cloud,discovered,4236.410612,1003,0.918498
ongoing global,discovered,4235.665681,1196,0.783748
domestic manufacturing,discovered,4233.643817,1244,0.753939
global companies,discovered,4233.030748,1508,0.622626
demand recovery,discovered,4232.041395,2084,0.457519
customers ensure,discovered,4231.836593,1391,0.674588
china plus,discovered,4225.715717,1161,0.804574
europe countries,discovered,4223.170942,1401,0.668416
large financial,discovered,4221.597277,1618,0.579305
ai driven,discovered,4220.404156,2346,0.411579
supported strong,discovered,4217.122838,3421,0.307644
sort supply,discovered,4216.611990,1098,0.845917
open season,discovered,4216.331506,1737,0.540112
lack supply,discovered,4214.314660,1237,0.754728
large commercial,discovered,4214.295862,2348,0.410777
announced strategic,discovered,4211.526146,1993,0.474298
markets strong,discovered,4207.874199,3159,0.325000
think trade,discovered,4205.300283,1455,0.640969
recovery china,discovered,4204.085584,1248,0.746411
supply capacity,discovered,4202.470569,1155,0.804318
firmly believe,discovered,4196.732610,3759,0.287781
mile demand,discovered,4195.950457,903,0.982590
chain cost,discovered,4194.889940,1513,0.615041
industry continued,discovered,4194.724697,1312,0.708806
operating rates,discovered,4193.463441,3059,0.331887
reliable supply,discovered,4193.417808,1054,0.873239
sure supply,discovered,4192.310646,1176,0.788732
impact oil,discovered,4188.390800,1216,0.762861
treatment plant,discovered,4185.851088,1516,0.612525
government mandated,discovered,4185.486963,1229,0.754451
renewable energies,discovered,4184.727516,1253,0.740106
prices customers,discovered,4184.130526,1748,0.532927
reflects current,discovered,4182.788973,1745,0.533639
continue navigate,discovered,4182.528304,1872,0.499333
infrastructure need,discovered,4178.823024,1203,0.769182
automotive business,discovered,4178.445179,3284,0.314529
announced acquisition,discovered,4176.751181,3904,0.279957
indian market,discovered,4176.113666,2521,0.384299
energy environment,discovered,4175.821184,1160,0.796156
technology support,discovered,4175.672045,1746,0.532479
believe uniquely,discovered,4172.077102,1367,0.676733
electricity consumption,discovered,4171.742202,1227,0.753223
refined product,discovered,4169.944079,1674,0.553755
price index,discovered,4169.044584,1769,0.525082
fuel price,discovered,4166.596173,2997,0.335347
commodity pricing,discovered,4166.183838,2157,0.437614
result supply,discovered,4165.028308,1058,0.865086
given macro,discovered,4164.591363,2049,0.457877
developing world,discovered,4164.227971,1453,0.635608
spare capacity,discovered,4164.135350,1730,0.535770
impact ongoing,discovered,4161.037029,1581,0.584257
rising commodity,discovered,4160.454675,1270,0.726129
economic geopolitical,discovered,4159.990933,905,0.976268
states government,discovered,4159.459434,1015,0.895852
chain solutions,discovered,4159.324548,1398,0.659745
continues challenging,discovered,4159.059658,2014,0.464483
exploration development,discovered,4155.038810,1883,0.493578
gas service,discovered,4154.741318,1108,0.827483
american gas,discovered,4152.853825,984,0.917910
terms technology,discovered,4149.154228,2306,0.411639
production rates,discovered,4144.831479,3899,0.278819
know supply,discovered,4142.248006,1217,0.754027
seeing growing,discovered,4139.606392,1734,0.531576
critical need,discovered,4133.653676,1104,0.826347
potential economic,discovered,4133.491301,1128,0.809763
lng demand,discovered,4132.425392,1011,0.893899
open source,discovered,4130.226678,2571,0.374891
believe global,discovered,4128.865415,1345,0.680668
prices improved,discovered,4127.648134,1575,0.581825
large industrial,discovered,4127.322587,1451,0.630870
measures place,discovered,4125.916985,2033,0.457265
development new,discovered,4125.265749,4600,0.251517
spot market,discovered,4124.206008,6267,0.213672
data privacy,discovered,4122.940267,1117,0.815328
smart cities,discovered,4122.841553,1081,0.840591
current market,discovered,4120.640748,9973,0.175702
meeting needs,discovered,4117.509300,1910,0.483055
number factors,discovered,4116.565086,5522,0.227374
situational awareness,discovered,4114.047546,927,0.953704
risk supply,discovered,4113.842680,938,0.945565
prices year,discovered,4112.929518,3010,0.331097
continues develop,discovered,4112.745166,1889,0.487484
cost fuel,discovered,4112.406229,1765,0.519423
able pass,discovered,4111.022447,3299,0.309969
markets europe,discovered,4110.010739,3278,0.311301
tariffs impact,discovered,4107.441566,1076,0.841282
really critical,discovered,4106.317203,2070,0.448052
low sulfur,discovered,4103.313051,1696,0.538413
industry faced,discovered,4101.294889,1176,0.772160
nat gas,discovered,4099.570043,1347,0.674850
shale play,discovered,4098.044796,1547,0.587989
hot topic,discovered,4095.227329,1971,0.467062
core technology,discovered,4094.205900,2158,0.430825
prices course,discovered,4094.137314,1388,0.654100
projects include,discovered,4094.045449,1402,0.647575
distribution networks,discovered,4092.979321,1592,0.571019
product demand,discovered,4092.886289,2081,0.444658
china strong,discovered,4092.597635,1571,0.578424
petroleum products,discovered,4091.475885,1409,0.643967
aging infrastructure,discovered,4089.263990,1094,0.825038
significant disruption,discovered,4085.724580,1264,0.716553
impact rising,discovered,4085.340208,1746,0.521505
national grid,discovered,4083.102966,1551,0.584401
demand areas,discovered,4079.910388,1224,0.738684
gasoline diesel,discovered,4073.209092,1444,0.625650
covid supply,discovered,4072.608690,942,0.935452
technology provide,discovered,4072.018356,1515,0.596457
company world,discovered,4071.290912,2369,0.396088
infrastructure energy,discovered,4069.829985,962,0.919694
especially light,discovered,4069.171832,2326,0.402005
memorandum understanding,discovered,4068.561793,1446,0.624083
currency risk,discovered,4068.112751,1262,0.714609
global logistics,discovered,4065.747077,1253,0.719288
commercial space,discovered,4064.713767,1983,0.461377
pipeline projects,discovered,4064.411749,2581,0.368978
demand long,discovered,4063.844835,1229,0.732856
investments infrastructure,discovered,4059.479670,1954,0.467017
future needs,discovered,4058.612931,1492,0.603560
related restrictions,discovered,4056.600300,1393,0.645804
industries including,discovered,4052.828083,1393,0.645206
government funded,discovered,4052.346085,1106,0.809663
better supply,discovered,4050.874757,1318,0.681489
prices china,discovered,4049.173048,1222,0.734375
imports coming,discovered,4048.879297,1179,0.760645
coal supply,discovered,4047.169460,1218,0.736397
fuel economy,discovered,4047.145314,1482,0.605887
wholesale prices,discovered,4045.543485,1693,0.532055
conflict ukraine,discovered,4044.567879,928,0.941176
canada united,discovered,4043.317191,1607,0.559151
solutions services,discovered,4041.159503,2112,0.434032
enterprise data,discovered,4039.950997,1732,0.519964
material availability,discovered,4038.806298,1278,0.700658
economic trends,discovered,4036.926296,1537,0.583080
industry right,discovered,4033.665917,2147,0.427179
battery electric,discovered,4031.590376,1867,0.483804
impacted ability,discovered,4029.853444,1380,0.647583
east europe,discovered,4026.948062,1536,0.582039
prime contractor,discovered,4026.193667,1367,0.653129
entire industry,discovered,4025.544546,3192,0.312573
intellectual property,discovered,4025.498977,6103,0.213908
environment continued,discovered,4024.340364,1777,0.505692
mobile devices,discovered,4023.378176,3566,0.289777
overall macro,discovered,4022.098645,1702,0.526446
carbon energy,discovered,4017.689714,895,0.961332
america asia,discovered,4017.029594,3439,0.296542
ability scale,discovered,4010.440608,1975,0.457494
infrastructure customers,discovered,4008.637823,965,0.906103
stable supply,discovered,4007.960458,1144,0.775593
question energy,discovered,4007.890069,1186,0.748737
mitigate supply,discovered,4007.404877,938,0.926877
european customers,discovered,4006.858248,1767,0.506304
chain bottlenecks,discovered,4005.348264,904,0.952582
focus areas,discovered,4004.336972,5097,0.233722
including large,discovered,4002.218840,1822,0.491503
risk think,discovered,4001.655500,1596,0.557263
manage risk,discovered,4001.322917,2442,0.380908
processing capacity,discovered,3998.212766,2130,0.426854
power infrastructure,discovered,3996.190325,1112,0.794853
disruption caused,discovered,3994.414809,1242,0.712974
manufacturing industry,discovered,3991.531798,1309,0.676136
machine machine,discovered,3991.312731,1463,0.605296
water wastewater,discovered,3990.424631,1747,0.509775
product prices,discovered,3988.068533,2256,0.405537
europe just,discovered,3985.665164,2168,0.419261
develop new,discovered,3984.845025,4685,0.244074
contains time,discovered,3984.723743,1019,0.859916
increase price,discovered,3984.331003,3722,0.280060
month announced,discovered,3983.747562,2170,0.418757
electronics industry,discovered,3982.429271,1355,0.651756
wind market,discovered,3982.274750,1261,0.700167
currently facing,discovered,3980.498258,1228,0.718549
housing market,discovered,3980.054405,5491,0.224122
social infrastructure,discovered,3979.806445,1414,0.624283
wastewater treatment,discovered,3979.716733,1441,0.612670
continue work,discovered,3977.064767,15088,0.152003
location based,discovered,3972.091610,1539,0.573184
dry bulk,discovered,3969.336858,2784,0.341721
volumes prices,discovered,3967.545635,1734,0.510601
trade environment,discovered,3966.797144,999,0.871728
short haul,discovered,3966.168377,2173,0.416683
china impact,discovered,3963.467155,1090,0.803835
cost curve,discovered,3960.597421,2679,0.351252
ongoing macroeconomic,discovered,3956.602739,915,0.935583
strong market,discovered,3951.667840,6930,0.200023
affordable energy,discovered,3950.068151,864,0.972973
crucial role,discovered,3949.797976,1064,0.819723
demand overall,discovered,3948.382014,1460,0.600082
customers long,discovered,3947.311743,2111,0.425433
world energy,discovered,3946.440157,964,0.895079
products meet,discovered,3945.048235,1878,0.471741
atlantic basin,discovered,3943.417791,1110,0.786119
current future,discovered,3941.966719,2963,0.324712
demand picture,discovered,3941.075572,1564,0.559971
driven china,discovered,3941.014765,1228,0.711472
high price,discovered,3937.005572,2680,0.349550
rising prices,discovered,3936.280485,1465,0.596256
reliable energy,discovered,3935.908742,893,0.948990
higher crude,discovered,3935.544739,1094,0.795636
solutions segment,discovered,3934.818385,3724,0.277745
excess supply,discovered,3933.633290,1472,0.593070
trade issues,discovered,3932.925881,896,0.946146
reduce impact,discovered,3932.679374,1615,0.541765
know global,discovered,3932.273581,1156,0.753585
term expect,discovered,3928.472308,3375,0.295845
demand electricity,discovered,3927.223729,1074,0.808126
recent volatility,discovered,3925.362772,1222,0.712121
strong oil,discovered,3924.900206,1077,0.805535
fuel gas,discovered,3923.383055,986,0.873339
despite uncertainty,discovered,3921.167940,1141,0.761174
considering current,discovered,3919.234941,1667,0.523884
impacted ongoing,discovered,3916.923128,1119,0.774931
work supply,discovered,3915.046243,1358,0.639360
carbon reduction,discovered,3914.605169,1356,0.640227
continued volatility,discovered,3912.943571,1318,0.658342
access control,discovered,3912.578995,1679,0.519493
amp power,discovered,3912.290653,1262,0.687364
labor issues,discovered,3911.622862,1446,0.600249
despite headwinds,discovered,3911.604638,2540,0.362546
risk appetite,discovered,3911.366420,2831,0.333805
supply environment,discovered,3907.846320,1253,0.691501
significant growth,discovered,3907.152682,11370,0.164816
gas marketing,discovered,3906.816341,1288,0.672585
necessary support,discovered,3906.725395,1714,0.508756
reducing emissions,discovered,3906.039667,1072,0.805409
new long,discovered,3904.366246,2292,0.393206
continued impacted,discovered,3904.233729,1431,0.605330
chain services,discovered,3903.356317,1461,0.592938
saw impact,discovered,3902.962456,2079,0.426899
certain raw,discovered,3900.400191,1077,0.800743
risk related,discovered,3899.094186,1344,0.643370
enterprise space,discovered,3895.143316,1760,0.494938
experienced significant,discovered,3893.135492,2843,0.331623
market impacted,discovered,3890.418081,1423,0.606564
marcellus shale,discovered,3890.157602,1426,0.605263
car industry,discovered,3889.281735,1382,0.624210
severe weather,discovered,3888.985396,2051,0.430611
demand steel,discovered,3888.217861,1172,0.735257
remain cautiously,discovered,3887.340137,1871,0.467049
uncertainty economic,discovered,3887.179397,1067,0.805283
used cars,discovered,3887.020406,2240,0.399287
information systems,discovered,3884.896880,2278,0.393573
ongoing economic,discovered,3884.515401,1216,0.708212
energy conservation,discovered,3884.098113,1067,0.804676
energy transportation,discovered,3883.725253,1119,0.768544
discussions customers,discovered,3883.331687,2659,0.347991
industrial commercial,discovered,3883.269083,2062,0.428067
home orders,discovered,3881.504676,1539,0.560452
trade tariffs,discovered,3880.348951,880,0.949299
commercial government,discovered,3878.889746,1360,0.632558
order protect,discovered,3878.669371,1495,0.576108
space based,discovered,3876.945785,1032,0.828916
positioned address,discovered,3876.419114,1296,0.663255
transportation infrastructure,discovered,3874.960959,1246,0.689541
defense programs,discovered,3873.128255,1103,0.777308
economic crisis,discovered,3871.529966,2119,0.417044
growth prospects,discovered,3871.125228,5365,0.223607
various factors,discovered,3870.520553,2195,0.404683
additional volumes,discovered,3870.366834,1872,0.464978
risk high,discovered,3869.766330,1444,0.594728
remains critical,discovered,3865.716631,1263,0.678667
trade volumes,discovered,3864.961233,1142,0.749836
new production,discovered,3864.703338,4175,0.256198
business consumer,discovered,3864.480246,2348,0.382286
strong customer,discovered,3862.911345,4466,0.246386
demand covid,discovered,3861.124482,1232,0.694867
currency volatility,discovered,3859.948103,1363,0.628111
canadian oil,discovered,3859.789283,1178,0.726264
china mexico,discovered,3858.300512,1021,0.833469
government stimulus,discovered,3858.166476,1867,0.464775
african swine,discovered,3856.340776,913,0.918511
government business,discovered,3855.849273,2894,0.325059
price energy,discovered,3854.632879,1131,0.755007
states america,discovered,3854.340762,1056,0.806723
resource plays,discovered,3853.025415,1440,0.593814
continues evolve,discovered,3850.425584,2533,0.358884
